id,question,Step 1 Words,Step 2 Words,Step 3 Words,Step 4 Words,Step 5 Words,Step 6 Words,Step 7 Words,Step 8 Words
nluds-1967,A vet was weighing 3 cats. The first weighed 2 pounds. The second weighed 7 pounds and the last weighed 4 pounds. What is their combined weight?,11,11,11,21,,,,
nluds-1968,"Henry already had 5 dollars, but earned another 2 dollars doing chores. His friend had 13 dollars. If they put their money together,. how much would they have?",22,14,25,,,,,
nluds-1969,"Tom read 2 books in May, 6 in June and 10 in July. How many books did Tom read?",18,13,,,,,,
nluds-1970,"On a table there were 2 green apples, 3 red apples and 14 yellow apples. How many apples were on the table?",14,14,14,21,,,,
nluds-1971,"At the arcade Debby spent 2 tickets on a hat, 10 on a stuffed animal and 2 on a yoyo. How many tickets did she spend total?",13,15,10,23,,,,
nluds-1972,"A gas station sold 2 boxes of chocolate candy, 5 boxes of sugar candy and 2 boxes of gum. What is the total number of boxes they sold?",15,13,12,30,,,,
nluds-1973,"A chef was making soups. She made 2 bowls of chicken soup, 2 bowls of mushroom soup and 7 bowls of tomato soup. How many bowls of soup did she make total?",20,28,29,,,,,
nluds-1974,"Henry was playing tic-tac-toe. He won 2 times, lost 2 times and it was a draw 10 times. How many times did Henry play?",9,9,11,26,,,,
nluds-1975,An artist painted 2 pictures in June. He painted 2 more in July and in August he painted 9. How many pictures did he paint total?,13,20,20,,,,,
nluds-1976,"Henry bought 2 new fireworks and his friend bought 3. If they already had 6 saved from last year,. how many do they have now?",35,16,,,,,,
nluds-1977,"At the bank, a customer turned in 2 dimes, 2 nickels and 7 quarters. What is the total number of coins the customer turned in?",12,12,12,19,,,,
nluds-1978,"For a party Janet bought some cupcakes. She bought 2 chocolate, 13 vanilla and 2 strawberry. How many cupcakes did she buy?",13,36,,,,,,
nluds-1979,"During a sale, a shoe store sold 2 pairs of sneakers, 4 pairs of sandals and 11 pairs of boots. How many pairs of shoes did the store sell?",15,14,15,26,,,,
nluds-1980,"Jerry was counting the money he received for his birthday. From his aunt he received $9. From his uncle he received $9. His best friends gave him $22, $23 and $22 and $22. And his sister gave him $7. What is the mean of the money he received?",27,12,13,,,,,
nluds-1981,Victor was selling chocolate for a school fund raiser. On the first week he sold 75. On the second week he sold 67. On the third week he sold 75. On the fourth week he sold 70 and on the last week he sold 68. What is the mean of the chocolate bars he sold?,42,,,,,,,
nluds-1982,"During the first 6 hours of the fair there were the following number of customers: 58, 58, 62, 55, 49 and 48. What is the mean of the number of customers?",26,15,,,,,,
nluds-1983,"Amy was doing a classroom survey. She asked the girls in the class how many siblings they had and recorded the results: 1, 6, 10, 4, 3, 3, 11, 3 and 10. What is the mean of the results?",24,13,,,,,,
nluds-1984,"Cody counted the number of times people sharpened their pencils in class for a week. He counted: 13, 8, 13, 21, 7 and 23. What is the mean of the numbers?",21,18,20,,,,,
nluds-1985,"At an ice cream parlor, the owner was tracking the number of chocolate cones he sold over a week. His results were: 100, 92, 109, 96, 103, 96 and 105. What is the mean of the cones sold?",27,12,26,,,,,
nluds-1986,"While driving past stores, Dave counted the number of cars in the parking lots. He counted: 30, 14, 14, 21 and 25. What is the mean of the cars he counted?",16,16,,,,,,
nluds-1987,"Nancy was counting the number of people on different toys on the playground. She counted: 6, 12, 1, 12, 7, 3 and 8. What is the mean of the people?",13,21,22,,,,,
nluds-1988,"At John's Pizza Palace in the 6 hours they were open they sold the following number of pizzas: 92 pepperoni, 106 sausage, 96 cheese, 104 mushroom, 96 anchovies and 88 pineapple. What is the mean of the number of pizzas sold?",28,33,,,,,,
nluds-1989,"A car salesman sold 8 on Monday, 3 on Tuesday, 10 on Wednesday, 4 on Thursday, 4 on Friday and 4 on Saturday. What is the mean of the number of cars he sold?",32,21,19,,,,,
nluds-1990,At a school several teachers were holding a contest to see which class could earn the most trivia points. Mrs.William's class scored 50 points. Mr. Adams class earned 57 points. Mrs. Brown's class earned 49 and Mrs.Daniel's class earned 57. What is the mean of the number of points scored?,16,16,17,,,,,
nluds-1991,"George was comparing the points the Bulls scored for different games. He recorded: 81, 73, 83, 86 and 73. What is the mean of the points scored?",22,22,16,10,,,,
nluds-1992,"Sarah's team played 8 games of basketball. During those 8 games her team's score was: 69, 68, 70, 61, 74, 62, 65 and 74. What is the mean of the scores?",9,15,25,,,,,
nluds-1993,"For Halloween Debby and her sister combined the candy they received. Debby had 32 pieces of candy while her sister had 42. If they ate 35 pieces the first night,. how many pieces do they have left?",46,16,24,,,,,
nluds-1994,A pet store had 13 siamese cats and 5 house cats. During a sale they sold 10 cats. How many cats do they have left?,24,20,34,,,,,
nluds-1995,"Luke was trying to expand his game collection. He bought 2 games from a friend and bought 2 more at a garage sale. If 2 of the games didn't work,. how many good games did he end up with?",28,12,24,,,,,
nluds-1996,"Oliver had to wash 39 short sleeve shirts and 47 long sleeve shirts before school. If he had only washed 20 of them by the time school started,. how many did he not wash?",30,16,28,,,,,
nluds-1997,"While on vacation, Debby took 24 pictures at the zoo and 12 at the museum. If she later deleted 14 of the pictures,. how many pictures from her vacation did she still have?",27,22,12,,,,,
nluds-1998,Zoe bought two coloring books. One had 44 pictures and the other had 44. After one week she had already colored 20 of the pictures. How many pictures does she still have to color?,28,23,,,,,,
nluds-1999,"Faye and her mom were picking carrots from their garden. Faye picked 23 and her mother picked 5. If only 12 of the carrots were good,. how many bad carrots did they have?",12,32,19,,,,,
nluds-2000,"At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used,. how many new books did he buy?",18,36,27,,,,,
nluds-2001,"Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files,. how many files were still on her flash drive?",22,12,25,,,,,
nluds-2002,Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game?,25,23,,,,,,
nluds-2003,"Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school,. how many problems did she have to do for homework?",27,22,32,,,,,
nluds-2004,"Janet picked 4 tulips and 11 roses to make flower bouquets. If she only used 11 of the flowers though,. how many extra flowers did Janet pick?",26,28,28,,,,,
nluds-2005,"Edward started his own lawn mowing business. In the spring he made 2 dollars mowing lawns and in the summer he made 27 dollars. If he had to spend 5 dollars buying supplies,. how much money did he end up with?",28,10,27,,,,,
nluds-2006,For the school bake sale Amy made pastries. She baked 15 cupcakes and 48 cookies. After the sale she had 12 to take back home. How many pastries did she sell?,18,16,31,,,,,
nluds-2007,"While shopping, Maria bought 35 green towels and 21 white towels. If she gave her mother 34 of them,. how many towels did Maria end up with?",15,16,,,,,,
nluds-2008,"There were 17 girls and 32 boys trying out for the schools basketball team. If only 10 of them got called back,. how many students didn't make the cut?",18,13,,,,,,
nluds-2009,"A waiter at 'The Greasy Spoon' restaurant had 39 customers to wait on. During the lunch rush he added another 12 customers. If 49 of the customers didn't leave him a tip,. how many customers did leave a tip?",35,35,,,,,,
nluds-2010,"The school cafeteria ordered 25 red apples and 17 green apples for students lunches. But, if only 10 students wanted fruit,. how many extra did the cafeteria end up with?",14,16,31,,,,,
nluds-2011,"At the arcade, Jerry won 29 tickets playing 'whack a mole' and 17 tickets playing 'skee ball'. If he spent 12 of his tickets on a hat,. how many tickets does Jerry have left?",33,17,33,,,,,
nluds-2012,Cody had 45 dollars. For his birthday he got 9 more dollars but spent 19 on a new game. How much money does he have now?,15,11,22,,,,,
nluds-2013,"Joanne is campaigning for class president and plans to distribute some campaign materials: 20 flyers and 16 buttons. She wants each classroom to receive an identical set of campaign materials, without having any materials left over. What is the greatest number of classrooms Joanne can distribute materials to?",22,24,35,,,,,
nluds-2014,"Serena wants to create snack bags for a trip she is going on. She has 6 granola bars and 10 pieces of dried fruit. If the snack bags should be identical without any food left over,. what is the greatest number of snack bags Serena can make?",20,51,,,,,,
nluds-2015,Matthew goes hiking every 12 days and swimming every 6 days. He did both kinds of exercise today. How many days from now will he go both hiking and swimming again?,18,33,,,,,,
nluds-2016,Edeena is packing equal numbers of apple slices and grapes for snacks. Edeena bags the apple slices in groups of 18 and the grapes in groups of 9. What is the smallest number of grapes that she can pack?,13,23,17,,,,,
nluds-2017,"A club has 16 girls and 8 boys as members. The president wants to break the club into groups, with each group containing the same combination of girls and boys. The president also wants to make sure that no one is left out. What is the greatest number of groups the president can make?",24,16,20,23,,,,
nluds-2018,"Ariel is making flower arrangements. He has 7 roses and 14 daisies. If Ariel wants to make all the arrangements identical and have no flowers left over,. what is the greatest number of flower arrangements that he can make?",28,45,,,,,,
nluds-2019,"Sarah's Shipping and Ryan's Mail Services both ship packages. Sarah's trucks will only carry loads of 18 packages. In contrast, Ryan's trucks will only carry loads of 11 packages. If both businesses ended up shipping the same number of packages this morning,. what is the minimum number of packages each must have shipped?",26,27,,,,,,
nluds-2020,"Nathan is stocking bathrooms at the hotel where he works. He has 18 rolls of toilet paper and 9 bars of soap. If he wants all bathrooms to be stocked identically, with the same combination of supplies in each one and nothing left over,. what is the greatest combination of bathrooms Nathan can stock?",21,38,13,,,,,
nluds-2021,"Tayli wishes to advertise her business, so she gives packs of 13 red flyers to each restaurant owner and sets of 20 blue flyers to each clothing store owner. At the end of the day, Tayli realizes that she gave out the same number of red and blue flyers. What is the minimum number of flyers of each color she distributed?",19,21,17,19,,,,
nluds-2022,"Lavinia has 9 glasses and 6 mugs. She would like to set them out in identical groups, with none left over, in preparation for a dinner party. What is the greatest number of groups Lavinia can set out?",20,36,26,,,,,
nluds-2023,"Aylin is making a scrapbook using 18 photos and 20 newspaper clippings. She wants all the pages to be set up in the same way, with the same combination of photos and newspaper clippings on every page. She also wants to make sure that no items are left over. What is the greatest number of scrapbook pages that Aylin can create?",26,52,,,,,,
nluds-2024,"Hay's Linens sells hand towels in sets of 17 and bath towels in sets of 6. If the store sold the same number of each this morning,. what is the smallest number of each type of towel that the store must have sold?",22,30,,,,,,
nluds-2025,"In preparation for a party, Brant is putting desserts onto platters. The chocolate cake is cut into 15 pieces and the cheesecake is cut into 6 pieces. If he wants to prepare identical platters without having any cake left over,. what is the greatest number of platters he can prepare?",22,32,,,,,,
nluds-2027,Sean has 8-inch pieces of toy train track and Ruth has 18-inch pieces of train track. How many of each piece would each child need to build tracks that are equal in length?,13,32,28,,,,,
nluds-2028,The radio station gave away a $100 bill for every 100th caller. Every 30th caller received free concert tickets. How many callers must get through before one of them receives both a coupon and a concert ticket?,23,18,20,,,,,
nluds-2029,Mrs. Evans has 120 crayons and 30 pieces of paper to give to her students. What is the largest number of students she can have in her class so that each student gets equal number of crayons and equal number of paper?,19,19,13,,,,,
nluds-2030,Camryn practices the trumpet every 11th day and the flute every 3rd day. Camryn practiced both the trumpet and the flute today. How many days until Camryn practices the trumpet and flute again in the same day?,19,15,27,,,,,
nluds-2031,"Sherman goes golfing every 6th day and Brad goes golfing every 7th day. If Sherman and Brad both went golfing today,. how many days until they will go golfing on the same day again?",47,33,,,,,,
nluds-2032,"Enzo and Beatriz are playing games at their local arcade. Incredibly, Enzo wins 5 tickets from every game, and Beatriz wins 11 tickets from every game. When they stopped playing games, Enzo and Beatriz had won the same number of total tickets. What is the minimum number of games that Enzo could have played?",15,22,,,,,,
nluds-2033,Tim has 39 pairs of headphones and 13 music players. Tim wants to sell all of the headphones and music players in identical packages. What is the greatest number of packages Tim can make?,37,24,,,,,,
nluds-2034,Yadira's mom is buying hot dogs and hot dog buns for the family barbecue. Hot dogs come in packs of 12 and hot dog buns come in packs of 9. The store does not sell parts of a pack and Yadira's mom wants the same number of hot dogs as hot dog buns. What is the smallest total number of hot dogs that Yadira's mom can purchase?,54,27,,,,,,
nluds-2036,Abe is going to plant 54 oak trees and 27 pine trees. Abe would like to plant the trees in rows that all have the same number of trees and are made up of only one type of tree. What is the greatest number of trees Abe can have in each row?,10,15,,,,,,
nluds-2037,"Your local radio station is having their yearly music player and concert ticket giveaway. For one minute, every 5th caller will win a music player and every 7th caller will win concert tickets. You were just the first caller to win both a music player and concert tickets!. What number caller were you?",26,15,17,21,,,,
nluds-2038,Peter's Party Zone sells cups in packages of 6 and plates in packages of 8. Shaniya is hosting a birthday party for her little sister and wants to have the same number of each item. What is the least number of packages of plates Shaniya needs to buy?,42,47,,,,,,
nluds-2039,Jazmin is completing an art project. She has two pieces of construction paper. The first piece is 44 inches wide and the second piece is 33 inches wide. Jazmin wants to cut the paper into strips that are equal in width and are as wide as possible. How wide should Jazmin cut each strip?,24,18,14,,,,,
nluds-2040,"Zayed is helping his classmates get ready for their math test by making them identical packages of pencils and calculators. He has 72 pencils and 24 calculators and he must use all of the pencils and calculators. If Zayed creates the greatest number of identical packages possible,. how many pencils will be in each package?",12,26,15,,,,,
nluds-2041,"Sam and Carlos are bowling with plastic pins in Sam's living room. Remarkably, Sam knocks down 8 pins on every bowl, and Carlos knocks down 9 pins on every bowl. At the end of the day, Sam and Carlos have knocked down the same total number of pins. What is the least number of total pins that Sam and Carlos could have each knocked down?",16,29,40,,,,,
nluds-2042,"Shaquira is baking cookies to put in packages for a fundraiser. Shaquira has made 86 chocolate chip cookies and 42 sugar cookies. Shaquira wants to create identical packages of cookies to sell, and she must use all of the cookies. What is the greatest number of identical packages that Shaquira can make?",29,51,,,,,,
nluds-2043,"There are 32 forwards and 80 guards in Leo's basketball league. Leo must include all players on a team and wants each team to have the same number of forwards and the same number of guards. If Leo creates the greatest number of teams possible,. how many guards will be on each team?",17,30,34,,,,,
nluds-2044,Li Na is going to plant 63 tomato plants and 81 rhubarb plants. Li Na would like to plant the plants in rows where each row has the same number of tomato plants and each row has the same number of rhubarb plants. What is the greatest number of rows Li Na can plant?,43,43,,,,,,
nluds-2045,"There are 72 boys and 90 girls on the math team. For the next math competition, Mr. Johnson would like to arrange all of the students in equal rows with only girls or only boys in each row. What is the greatest number of students that can be in each row?",17,16,27,,,,,
nluds-2046,"Rafaela is a physical education teacher and has 25 girls and 35 boys in her class. She wants to divide the class into teams of the same size, where each team has the same number of girls and the same number of boys. If Rafaela creates the greatest number of teams possible,. how many boys will be on each team?",26,20,33,,,,,
nluds-2047,"Destiny just received two separate gifts from her great-great-grandmother. The first gift is a box of 18 chocolate candy bars, and the second gift is a pack of 12 cookies. Destiny wants to use all of the chocolate candy bars and cookies to make identical snack bags for her cousins. What is the greatest number of snack bags that Destiny can make?",13,11,33,,,,,
nluds-2048,Two of the lights at the local stadium are flickering. They both just flickered at the same time. One of the lights flickers every 7 seconds and the other light flickers every 8 seconds. How many seconds until both lights will flicker at the same time again?,23,23,34,,,,,
nluds-2049,Ronald and Tim both did their laundry today. Ronald does laundry every 6 days and Tim does laundry every 9 days. How many days will it be until Ronald and Tim both do laundry on the same day again?,31,29,17,,,,,
nluds-2050,"By coincidence, Luther's Paint Supplies sold equal quantities of two paint colors yesterday: yellow and blue. All yellow paint comes in 2-liter containers while blue paint is sold in containers of 19 liter. What is the smallest amount of each paint color the store must have sold?",20,36,29,,,,,
nluds-2051,"Sullivan Stationery sells cards in packs of 20 and envelopes in packs of 17. If Vera wants the same number of each,. what is the minimum number of cards that she will have to buy?",26,26,22,,,,,
nluds-2052,"Kristen found gift bags in packs of 12 and bows in packs of 5. If Kristen wanted to have the same number of gift bags as bows,. what is the smallest number of gift bags she would have to buy?",29,12,18,,,,,
nluds-2053,"While performing a piece of music, Jacob strikes the cymbals every 7 beats and the triangle is every 2 beats. If he just struck both at the same time,. how many beats will pass before he again strikes them at the same time?",13,13,29,27,,,,
nluds-2054,"Jason and Lexi are shelving books at a public library. Jason shelves 6 books at a time, whereas Lexi shelves 17 at a time. If they end up shelving the same number of books,. what is the smallest number of books each could have shelved?",12,8,8,18,24,,,
nluds-2055,"An English teacher would like to divide 10 boys and 15 girls into groups, each with the same combination of boys and girls and nobody left out. What is the greatest number of groups that can be formed?",22,36,,,,,,
nluds-2056,"Ezra is buying nuts and bolts at a local hardware store. The store sells nuts in packs of 13 and bolts in packs of 8. If Ezra wishes to buy the same number of nuts and bolts,. what is the smallest number of nuts that he can buy?",14,26,16,,,,,
nluds-2057,"The Khan Corporation would like to donate 48 computers and 32 printers to local schools. The corporation would like to make sure that each school receives the same set of computers and printers, with none left over. What is the greatest number of schools that The Khan Corporation can donate to?",34,22,24,,,,,
nluds-2058,"Mitch owns a business and assigns two of his employees their shifts. He assigns the first employee shifts in blocks of 2 hours, and he assigns the second worker shifts in blocks of 11 hours. If both workers must receive the same number of hours,. what is the minimum number of hours each must be assigned?",30,22,12,,,,,
nluds-2059,"A choir teacher is dividing 10 sopranos and 15 altos into singing groups. He wants each group to have the same combination of sopranos and altos, with no singers left over. What is the greatest number of groups he can make?",19,32,22,,,,,
nluds-2060,"The traffic lights at two road junctions change after every 72 seconds and 108 seconds respectively. If they change simultaneously at 9 a.m.,. at what time will they change simultaneously again?",17,19,8,,,,,
nluds-2061,"Martha is buying 18 packs of pencils and 14 packs of pens from the store. If Martha wishes to purchase the same number of pencils as pens,. what is the smallest number of pens that she can buy?",20,31,,,,,,
nluds-2062,"In a morning walk, two persons start off together. Their steps measure 75 cm, and 90 cm respectively. What is the minimum distance each should walk so that all can cover the same distance in complete steps?",14,22,10,,,,,
nluds-2063,"Two clocks ring once at the same time. After that, the first clock rings after every 90 minutes, and the second after every 60 minutes. After how many minutes will they again ring together?",40,10,,,,,,
nluds-2064,"P and Q start at the same time in the same direction to run around a stadium. P completes a round in 252 seconds and Q in 198 seconds, both starting at the same point. After what time will they meet again at the starting point?",39,18,,,,,,
nluds-2066,"Bob strikes the drums every 9 seconds and the cymbals every 12 seconds. If he just struck both at the same time,. how many seconds will pass before he again strikes them at the same time?",29,15,,,,,,
nluds-2067,"Bill observed two types of birds in the bushes: sparrows and parrots. While the sparrows were in flocks of 13, the parrots were in flocks of 14. If Bill observed the same total number of sparrows and parrots,. what is the smallest number of sparrows that he could have observed?",36,40,,,,,,
nluds-2068,"A bell rings every 12 seconds. A second bell rings every 15 seconds. If both the bells ring at the same time at 6 p.m.,. at what time will they both ring together at the same time?",40,37,,,,,,
nluds-2069,"Morris observed two types of birds traveling: ducks and cranes. While the ducks traveled in flocks of 13, the cranes traveled in flocks of 17. If Morris observed the same total number of ducks and cranes,. what is the smallest number of ducks that he could have observed?",77,,,,,,,
nluds-2070,Radio station Z-100 was giving away a $100 bill to every 100th caller during a contest and gave Jingle Ball tickets to every 40th caller. How many callers must call before someone wins both a $100 bill and a Jingle Ball ticket?,23,25,16,,,,,
nluds-2071,Melanie has pieces of train track that are 8 inches long that she is connecting together to form a track that her train can travel on. Martin is also trying to construct a track for his train but is using track pieces that are 20 inches long. How long will the shortest track be if the track that Melanie builds ends up being the same length as Martin's track?,20,39,21,,,,,
nluds-2072,"At the movie theatre, they give out a free drink to every 75th customer and a free bag of popcorn to every 30th customer. On Monday 3,000 customers came to the theatre. How many people received both free items?",47,41,,,,,,
nluds-2074,Two neon signs are turned on at the same time. both signs blink as they are turned on. One sign blinks every 9 seconds. The other sign blinks every 15 seconds. In how many seconds will they blink together again?,22,12,29,,,,,
nluds-2075,"The school cafeteria serves tacos every sixth day and cheeseburgers every eighth day. If tacos and cheeseburgers are both on today's menu,. how many days will it be before they are both on the menu again?",12,14,13,20,,,,
nluds-2076,Two clocks are turned on at the same time. One clock chimes every 15 minutes. The other clock chimes every 25 minutes. In how many minutes will they chime together?,23,,,,,,,
nluds-2077,"Jenny goes to dance class every 6 days, karate class every 12 days, and to the library every 18 days. On December 1st she went to both classes and the libary. How many days from December 1st will she do both classes and go to the library?",21,19,19,,,,,
nluds-2078,The Math Counts Club had a party at school. There were 20 cookies and 40 slices of pizza to be shared equally. Each student had the same number of whole cookies and the same number of slices of pizza with nothing left over. What is the greatest number of cookies and pizza slices the students can each get?,29,8,13,,,,,
nluds-2079,"Tim has a bag of 36 orange-flavoured sweets and Peter has a bag of 44 grape-flavoured sweets. They have to divide up the sweets into small trays with equal number of sweets; each tray containing either orange-flavoured or grape-flavoured sweets only. If there is no remainder,. what is the largest possible number of sweets in each tray?",10,10,34,,,,,
nluds-2080,"Martin is pasting pieces of square colored paper of equal size onto a board measuring 72 cm by 90 cm. If only whole square pieces are used, and the board is to be completely covered,. what is the largest possible length of the side of each square colored paper?",15,23,21,,,,,
nluds-2081,Two wires with lengths of 448 cm and 616 cm are to be cut into pieces of all the same length without remainder. What is the greatest possible length of the pieces?,30,19,29,,,,,
nluds-2082,"Janice and Jasmine were each given a piece of ribbon of equal length. Janice cuts her ribbons into equal lengths of 2 m, while Jasmine cuts her ribbons into equal lengths of 5 m. If there was no remainder in both cases,. what is the shortest possible length of ribbon given to them?",26,26,27,,,,,
nluds-2083,"On a track for remote-controlled racing cars, racing car A completes the track in 28 seconds, while racing car B completes it in 24 seconds. If they both start at the same time, after how many seconds will they be side by side again?",21,46,,,,,,
nluds-2084,Samantha has two pieces of cloth. One piece is 72 inches wide and the other piece is 90 inches wide. She wants to cut both pieces into strips of equal width that are as wide as possible. How wide should she cut the strips?,12,19,22,,,,,
nluds-2085,Rosa is making a game board that is 16 inches by 24 inches. She wants to use square tiles. What is the largest tile she can use?,24,26,22,,,,,
nluds-2086,I am planting 50 apple trees and 30 peach trees. I want the same number and type of trees per row. What is the maximum number of trees I can plant per row?,29,9,,,,,,
nluds-2087,"Three pieces of timber 42 m, 49 m and 63 m long have to be divided into planks of the same length. What is the greatest possible length of each plank?",25,24,23,,,,,
nluds-2088,Fabric is sold in stores from bolts that are 45 or 60 inches wide. What is the width of the widest strips of fabric you can cut from either bolt without wasting any of the fabric if each strip has the same width?,32,12,,,,,,
nluds-2089,"The parents are making sandwiches for the class picnic. They have 72 turkey slices, 48 cheese slices, and 96 tomato slices. What is the greatest number of sandwiches they can make if each sandwich has the same filling?",16,20,19,21,,,,
nluds-2090,Two bicycle enthusiasts are leaving Cincinnati at the same time. One is biking 840 miles to Boston. The other is biking 440 miles to Atlanta. What is the greatest number of miles a day each can bike if they want to cover equal distances each day?,42,15,12,,,,,
nluds-2091,A fruit salad made on a TV cooking program requires chunks of cantaloupe and honeydew. What is the greatest number of servings you can make using all of the fruit if you have 30 chunks of cantaloupe and 42 chunks of honeydew?,16,14,14,7,,,,
nluds-2092,"Jessica wants of make a garland out of 8 roses, 12 daisies and 48 marigolds. How many arrangements can she make with those flowers so that, there is no flower left.",16,30,,,,,,
nluds-2093,A teacher is to arrange 60 boys and 72 girls in rows. He wishes to arrange them in such a way that only boys or girls will be there in a row. Find the greatest number of students that could be arranged in a row.,13,19,32,,,,,
nluds-2094,"A chef only had 3 apples so he ordered 2 more bags. If each bag has 9 apples,. how many apples does he have total?",13,28,24,,,,,
nluds-2095,"Edward earned 8 dollars for every lawn he mowed. If he mowed 5 lawns and he already had 7 dollars saved up,. how much money does he have total?",19,29,28,,,,,
nluds-2096,"It takes 4 ounces of cheese to make a burrito and 9 ounces for a taco. If you wanted 7 burritos and 1 taco,. how many ounces of cheese would you need?",21,41,,,,,,
nluds-2097,"At a comic convention Janet wanted to buy 8 comics, but each one costs 4 dollars, plus it costs 2 to even get in. How much money should she take with her so she can get in and buy what she wants?",34,26,25,,,,,
nluds-2098,Olivia had 7 math problems to complete. She spent about 4 minutes on each problem and then she spent 3 minutes checking her answers. How many minutes did she spend total?,14,34,32,,,,,
nluds-2099,Before lunch a waitress had already earned $5 in tips. After lunch she had 7 customers and each customer gave her a 2 dollar tip. How much money did she earn total?,8,22,15,,,,,
nluds-2100,At band practice there were 4 rows of students with 8 students in each row and then another 9 students in the back. How many students were there total?,35,31,,,,,,
nluds-2101,A lawn care company bought 4 lawnmower blade for $8 each. They also bought a spool of weed eater string for $7. How much money did they spend on supplies?,26,11,20,,,,,
nluds-2102,While playing a game Frank defeated 6 enemies. Each enemy earned him 9 points. Then he got another 8 points for completing the level. How many points did he earn total?,19,18,31,,,,,
nluds-2103,Wendy's brother had 6 pieces of candy. Wendy had 2 boxes with 3 pieces each. How many pieces did they have total?,28,25,,,,,,
nluds-2104,A baker made 2 batches of chocolate chip cookies. Each batch had 3 cookies in it. Then he made an additional 4 oatmeal cookies just in case someone didn't want chocolate chip. How many cookies did he bake total?,25,12,26,,,,,
nluds-2105,"A music teacher had 2 recorders, but she decided to buy 9 more boxes with each box having 3 recorders in it. How many recorders did she have after buying the 9 boxes?",15,29,18,,,,,
nluds-2106,A florist needed to use 2 pounds of fertilizer for 9 days and then on the final day use the normal amount plus another 4 pounds. How many pounds of fertilizer will she use all together?,19,18,33,,,,,
nluds-2107,"A clothing company used 2 buttons on jeans and 5 buttons on shirts. If they made 9 shirts and 1 pair of jeans,. how many buttons would they use total?",31,28,20,,,,,
nluds-2108,"Amy worked as a sacker at the grocery store where she made $2/hr. If she worked for 7 hours and also made $9 in tips,. how much money did she earn?",12,12,12,13,,,,
nluds-2109,"A report said that each day the average Youtube viewer watches 2 videos with each video lasting 7 minutes. Additionally they also watch 3 minutes of ads. According to the report,. how many minutes total do people spend on Youtube?",23,25,33,,,,,
nluds-2110,"Zoe bought an app that cost $5 dollars. Then each month you have to pay $8 to play online. If she played the game online for 2 months,. how much money would she have spent total for the app and the online access?",13,15,25,,,,,
nluds-2111,Adam had 8 boxes of toys. Each box had 6 toys. Later Adam bought 5 more toys. How many toys did he have total?,19,28,,,,,,
nluds-2112,Edward spent $2 on a board game and then he bought 4 action figures for $7 each. How much money did he spend on the game and figures?,14,12,21,11,,,,
nluds-2113,A company was offering a special on cell phones for $2 each. But only if you spent 7 dollars a month for 4 months. How much would it end up costing you total if you bought 1 phone?,23,27,19,,,,,
nluds-2114,A pet store sold 2 kittens and 1 puppy over the weekend. The kittens sold for $6 each and the puppy sold for $5. How much money did they earn from selling the pets?,22,21,18,,,,,
nluds-2115,At the arcade Amy had 6 tickets she saved from the last time she went. This time she played a game 7 times and earned 5 tickets each time she played. How many tickets does she have now?,25,,,,,,,
nluds-2116,"A malt shop used 4 ounces of chocolate syrup in their shakes and 6 ounces of syrup on their cones. If they sold 2 shakes and 1 cone,. how many ounces of chocolate would they use total?",25,25,35,,,,,
nluds-2117,A grocery store had forty-nine bottles of regular soda and thirty-five bottles of diet soda. How many bottles did they have total?,16,16,21,,,,,
nluds-2118,"While playing a game Sam had ninety-two points. If he scored another three points,. how many points would he have total?",10,11,6,,,,,
nluds-2119,In the first half of a trivia game Kaleb scored forty-three points. In the second half he scored twenty-three points. How many points did he score total?,17,11,9,,,,,
nluds-2120,Mike owned sixty-four baseball cards. For his birthday he got eighteen more. How many cards does Mike have total?,12,12,22,,,,,
nluds-2121,For a party Henry spent forty-five dollars on food and thirty-three dollars on drinks. How much did Henry spend total?,19,24,6,,,,,
nluds-2122,A restaurant sold seventy-seven sodas in the morning and nineteen in the afternoon. How many sodas did they sell total?,35,,,,,,,
nluds-2123,A store has fifty-six shirts. Later they got in eleven more shirts. How many shirts does the store have now?,11,15,,,,,,
nluds-2124,Bianca spent twenty-two minutes drawing at school and nineteen minutes drawing at home. How many minutes total did she spend drawing?,19,17,24,,,,,
nluds-2125,There were sixty-one people in line at lunch when twenty-two more got in line. How many people were there total in line?,16,33,13,,,,,
nluds-2126,A fast food restaurant sold fifty-eight small hotdogs and twenty-one large hotdogs. How many hotdogs did they sell total?,6,6,13,,,,,
nluds-2127,Henry had $54. Later he sold some of his old toys and got another $2. How much money does he have total?,15,17,11,,,,,
nluds-2128,An aquarium had ten fish in it. Later they added three fish. How many fish are in the aquarium now?,16,22,10,,,,,
nluds-2129,Isabel had sixty-eight pieces of candy. Her friend gave her twenty-five more pieces. How many pieces of candy did Isabel have total?,29,11,10,,,,,
nluds-2130,Maria had fifty sheets of paper in her desk and forty-one more in her backpack. How many did she have total?,19,31,26,,,,,
nluds-2131,On Facebook Debby had sixty-three photos of her friends and twenty-three photos of her family. How many photos did she have total?,26,13,9,,,,,
